station_id,station_name,date,year,MAX_C,MIN_C,TEMP_C,DEWP_C,PRCP_mm,WDSP_ms,SLP
98430099999,SCIENCE GARDEN,2009-03-30,2009,34.27778,23.0,29.277779,23.666666,0.0,0.9774436,1009.8
98430099999,SCIENCE GARDEN,2009-03-31,2009,32.72222,22.5,27.055555,23.0,1.016,1.1317768,1010.7
98430099999,SCIENCE GARDEN,2009-04-01,2009,33.88889,24.38889,27.944445,23.444445,0.254,1.8519984,1011.1
98430099999,SCIENCE GARDEN,2009-04-02,2009,30.61111,24.277779,26.777779,23.333334,1.778,0.9774436,1012.4
98430099999,SCIENCE GARDEN,2009-04-03,2009,33.0,24.0,28.11111,22.777779,0.0,0.771666,1012.1
98430099999,SCIENCE GARDEN,2009-04-04,2009,31.38889,23.38889,27.38889,22.88889,10.922,0.9774436,1011.7
98430099999,SCIENCE GARDEN,2009-04-05,2009,33.72222,23.11111,28.944445,23.333334,0.0,1.1317768,1010.2
98430099999,SCIENCE GARDEN,2009-04-06,2009,34.77778,23.0,27.38889,23.11111,0.0,0.3601108,1009.2
98430099999,SCIENCE GARDEN,2009-04-07,2009,34.0,22.277779,28.222221,22.222221,4.318,1.3889987,1010.1
98430099999,SCIENCE GARDEN,2009-04-08,2009,33.0,23.222221,27.277779,23.61111,0.0,0.771666,1010.5
98430099999,SCIENCE GARDEN,2009-04-09,2009,34.11111,23.222221,29.166666,22.61111,159.512,0.8745548,1010.2
98430099999,SCIENCE GARDEN,2009-04-10,2009,33.27778,24.11111,28.5,23.722221,0.0,2.0063317,1009.9
98430099999,SCIENCE GARDEN,2009-04-11,2009,34.22222,24.0,28.5,22.277779,0.0,1.3889987,1009.4
98430099999,SCIENCE GARDEN,2009-04-12,2009,34.72222,23.61111,29.38889,22.722221,0.0,1.3889987,1009.0
98430099999,SCIENCE GARDEN,2009-04-13,2009,35.27778,24.222221,30.11111,23.722221,0.0,0.771666,1006.9
98430099999,SCIENCE GARDEN,2009-04-14,2009,35.27778,27.5,30.722221,24.38889,0.0,0.9774436,1007.5
98430099999,SCIENCE GARDEN,2009-04-15,2009,35.5,26.722221,30.666666,24.5,0.0,1.3889987,1008.0
98430099999,SCIENCE GARDEN,2009-04-16,2009,35.27778,27.38889,30.555555,25.166666,0.0,1.5947764,1006.2
98430099999,SCIENCE GARDEN,2009-04-17,2009,34.11111,26.277779,29.777779,24.61111,0.0,1.4918876,1007.5
98430099999,SCIENCE GARDEN,2009-04-18,2009,33.88889,26.0,29.555555,24.61111,0.0,1.3889987,1008.7
98430099999,SCIENCE GARDEN,2009-04-19,2009,34.77778,24.777779,28.666666,24.88889,40.132,1.4918876,1007.5
98430099999,SCIENCE GARDEN,2009-04-20,2009,33.22222,24.777779,27.555555,25.11111,1.016,0.6173328,1006.0
98430099999,SCIENCE GARDEN,2009-04-21,2009,32.38889,24.11111,26.5,24.666666,20.828,0.514444,1006.8
98430099999,SCIENCE GARDEN,2009-04-22,2009,31.5,24.11111,26.11111,24.38889,17.018,0.6173328,1008.3
98430099999,SCIENCE GARDEN,2009-04-23,2009,31.38889,24.61111,26.88889,24.5,0.0,0.8745548,1008.5
98430099999,SCIENCE GARDEN,2009-04-24,2009,33.38889,24.61111,28.055555,24.944445,1.016,0.8745548,1009.3
98430099999,SCIENCE GARDEN,2009-04-25,2009,32.61111,24.722221,27.944445,24.61111,6.096,0.9774436,1010.0
98430099999,SCIENCE GARDEN,2009-04-26,2009,32.88889,24.722221,28.0,24.833334,0.0,0.8231104,1009.1
98430099999,SCIENCE GARDEN,2009-04-27,2009,32.61111,24.222221,26.777779,24.555555,1.016,1.2346656,1009.3
98430099999,SCIENCE GARDEN,2009-04-28,2009,31.38889,23.61111,27.277779,23.722221,0.0,0.771666,1009.6
98430099999,SCIENCE GARDEN,2009-04-29,2009,31.777779,24.11111,28.11111,23.38889,0.0,0.771666,1009.1
98430099999,SCIENCE GARDEN,2009-04-30,2009,26.88889,23.0,25.222221,24.055555,0.508,0.1028888,1008.8
98430099999,SCIENCE GARDEN,2009-05-01,2009,31.777779,22.88889,26.944445,22.38889,24.384,1.1317768,1008.7
98430099999,SCIENCE GARDEN,2009-05-02,2009,33.22222,23.11111,28.333334,22.333334,0.0,1.1317768,1007.7
98430099999,SCIENCE GARDEN,2009-05-03,2009,33.5,23.61111,28.722221,23.0,0.0,0.771666,1008.1
98430099999,SCIENCE GARDEN,2009-05-04,2009,34.61111,24.722221,29.0,23.722221,1.016,1.2346656,1008.7
98430099999,SCIENCE GARDEN,2009-05-05,2009,30.5,25.11111,27.0,23.666666,3.048,0.3601108,1009.9
98430099999,SCIENCE GARDEN,2009-05-06,2009,32.0,23.222221,26.722221,23.0,5.08,0.771666,1008.2
98430099999,SCIENCE GARDEN,2009-05-07,2009,25.88889,23.222221,24.88889,24.11111,14.986,1.3889987,1005.5
98430099999,SCIENCE GARDEN,2009-05-08,2009,33.27778,24.0,28.0,23.833334,86.106,1.1317768,1006.9
98430099999,SCIENCE GARDEN,2009-05-09,2009,29.722221,24.722221,26.944445,24.0,8.89,0.771666,1007.3
98430099999,SCIENCE GARDEN,2009-05-10,2009,33.22222,24.222221,27.166666,24.277779,34.036,0.8745548,1008.5
98430099999,SCIENCE GARDEN,2009-05-11,2009,30.38889,23.61111,26.0,23.88889,8.128,0.9774436,1009.1
98430099999,SCIENCE GARDEN,2009-05-12,2009,32.38889,23.0,27.222221,24.277779,2.286,0.6173328,1007.8
98430099999,SCIENCE GARDEN,2009-05-13,2009,34.0,23.38889,27.777779,24.166666,7.112,0.9774436,1006.9
98430099999,SCIENCE GARDEN,2009-05-14,2009,33.88889,24.0,28.38889,24.055555,1.016,0.8745548,1007.7
98430099999,SCIENCE GARDEN,2009-05-15,2009,32.38889,24.222221,27.277779,23.88889,6.096,0.9774436,1008.7
98430099999,SCIENCE GARDEN,2009-05-16,2009,35.38889,24.11111,29.38889,22.944445,0.0,1.3889987,1009.8
98430099999,SCIENCE GARDEN,2009-05-17,2009,33.5,24.11111,28.166666,24.166666,2.032,0.771666,1009.7
98430099999,SCIENCE GARDEN,2009-05-18,2009,33.77778,24.0,28.777779,23.833334,0.0,0.771666,1008.7
98430099999,SCIENCE GARDEN,2009-05-19,2009,34.27778,24.88889,29.38889,24.61111,0.0,0.8745548,1008.5
98430099999,SCIENCE GARDEN,2009-05-20,2009,35.11111,25.5,29.944445,24.277779,0.0,1.6462208,1008.3
98430099999,SCIENCE GARDEN,2009-05-21,2009,33.5,25.0,29.88889,24.11111,0.0,1.1317768,1009.2
98430099999,SCIENCE GARDEN,2009-05-22,2009,35.72222,25.0,29.61111,23.666666,0.0,1.4918876,1009.2
98430099999,SCIENCE GARDEN,2009-05-23,2009,35.27778,25.0,30.5,23.222221,0.0,1.4918876,1008.1
98430099999,SCIENCE GARDEN,2009-05-24,2009,35.5,25.777779,30.38889,22.722221,0.0,2.0063317,1008.3
98430099999,SCIENCE GARDEN,2009-05-25,2009,36.5,25.277779,30.777779,23.11111,0.0,1.1317768,1007.9
98430099999,SCIENCE GARDEN,2009-05-26,2009,35.77778,25.11111,30.222221,23.777779,0.0,1.3889987,1007.9
98430099999,SCIENCE GARDEN,2009-05-27,2009,33.38889,25.777779,28.222221,25.055555,8.89,1.1317768,1007.8
98430099999,SCIENCE GARDEN,2009-05-28,2009,32.88889,25.5,28.833334,24.555555,0.0,0.771666,1007.9
98430099999,SCIENCE GARDEN,2009-05-29,2009,33.27778,25.5,28.38889,24.722221,2.032,1.3889987,1007.0
98430099999,SCIENCE GARDEN,2009-05-30,2009,31.0,24.61111,25.333334,24.61111,19.304,0.8745548,1006.2
98430099999,SCIENCE GARDEN,2009-05-31,2009,31.38889,23.722221,26.0,24.222221,45.974,0.8745548,1006.3
98430099999,SCIENCE GARDEN,2009-06-01,2009,30.38889,23.61111,27.0,24.055555,12.954,0.8745548,1005.3
98430099999,SCIENCE GARDEN,2009-06-02,2009,32.38889,25.0,27.166666,24.944445,33.02,1.2346656,1006.2
98430099999,SCIENCE GARDEN,2009-06-03,2009,29.222221,24.777779,25.833334,24.555555,87.884,1.4918876,1006.5
98430099999,SCIENCE GARDEN,2009-06-04,2009,28.38889,24.777779,26.61111,25.055555,7.112,1.7491096,1006.1
98430099999,SCIENCE GARDEN,2009-06-05,2009,31.61111,25.0,27.444445,25.555555,24.892,2.7265532,1004.9
98430099999,SCIENCE GARDEN,2009-06-06,2009,26.222221,23.277779,24.777779,24.444445,39.878,0.6173328,1005.3
98430099999,SCIENCE GARDEN,2009-06-07,2009,32.61111,23.222221,28.333334,23.666666,14.986,0.8745548,1006.1
98430099999,SCIENCE GARDEN,2009-06-08,2009,31.5,24.277779,27.166666,24.333334,0.0,0.7202216,1008.6
98430099999,SCIENCE GARDEN,2009-06-09,2009,31.5,24.277779,28.0,24.444445,5.08,0.9774436,1010.1
98430099999,SCIENCE GARDEN,2009-06-10,2009,32.72222,24.777779,28.722221,23.777779,4.318,2.3664424,1009.9
98430099999,SCIENCE GARDEN,2009-06-11,2009,32.27778,25.722221,28.333334,24.722221,0.0,1.6462208,1008.8
98430099999,SCIENCE GARDEN,2009-06-12,2009,31.5,25.5,27.666666,24.944445,34.036,1.3889987,1009.1
98430099999,SCIENCE GARDEN,2009-06-13,2009,32.38889,25.38889,28.11111,24.722221,0.0,1.3889987,1008.9
98430099999,SCIENCE GARDEN,2009-06-14,2009,32.88889,24.777779,27.944445,24.61111,1.524,1.1317768,1007.0
98430099999,SCIENCE GARDEN,2009-06-15,2009,31.38889,24.777779,27.0,24.61111,3.302,1.1317768,1005.4
98430099999,SCIENCE GARDEN,2009-06-16,2009,26.88889,24.0,25.38889,24.444445,40.894,0.8745548,1006.8
98430099999,SCIENCE GARDEN,2009-06-17,2009,29.61111,24.0,25.722221,24.333334,41.402,1.8519984,1008.2
98430099999,SCIENCE GARDEN,2009-06-18,2009,29.38889,23.777779,27.166666,24.444445,6.604,0.3601108,1007.0
98430099999,SCIENCE GARDEN,2009-06-19,2009,32.0,26.222221,28.88889,24.333334,1.016,1.4404432,1006.9
98430099999,SCIENCE GARDEN,2009-06-20,2009,32.88889,25.5,29.0,24.555555,0.0,1.3889987,1008.2
98430099999,SCIENCE GARDEN,2009-06-21,2009,32.77778,25.38889,28.777779,24.833334,0.0,2.3664424,1008.5
98430099999,SCIENCE GARDEN,2009-06-22,2009,33.38889,24.61111,29.38889,25.055555,0.0,1.2346656,1008.1
98430099999,SCIENCE GARDEN,2009-06-23,2009,33.77778,24.222221,27.277779,24.777779,35.052,2.6236644,1006.7
98430099999,SCIENCE GARDEN,2009-06-24,2009,31.0,24.11111,27.61111,24.666666,9.144,2.0063317,1003.0
98430099999,SCIENCE GARDEN,2009-06-25,2009,28.5,23.88889,25.88889,23.777779,21.59,0.771666,1007.6
98430099999,SCIENCE GARDEN,2009-06-26,2009,33.5,23.722221,29.055555,23.944445,1.524,2.1092205,1009.3
98430099999,SCIENCE GARDEN,2009-06-27,2009,33.77778,24.777779,29.11111,24.61111,0.0,0.8745548,1009.4
98430099999,SCIENCE GARDEN,2009-06-28,2009,33.77778,24.777779,29.055555,25.11111,0.0,1.2346656,1009.1
98430099999,SCIENCE GARDEN,2009-06-29,2009,33.38889,24.277779,28.055555,24.444445,5.08,0.6173328,1008.9
98430099999,SCIENCE GARDEN,2009-06-30,2009,33.38889,25.0,27.666666,24.666666,0.0,0.9774436,1009.5
98430099999,SCIENCE GARDEN,2009-07-01,2009,33.27778,24.0,27.277779,24.555555,17.526,0.8745548,1009.9
98430099999,SCIENCE GARDEN,2009-07-02,2009,32.61111,24.0,27.333334,24.555555,33.02,0.8745548,1009.0
98430099999,SCIENCE GARDEN,2009-07-03,2009,33.0,24.38889,27.666666,24.555555,3.048,1.28611,1008.9
98430099999,SCIENCE GARDEN,2009-07-04,2009,33.0,24.61111,27.444445,23.88889,17.018,0.771666,1009.6
98430099999,SCIENCE GARDEN,2009-07-05,2009,31.88889,23.777779,26.055555,24.055555,18.034,0.6173328,1009.9
98430099999,SCIENCE GARDEN,2009-07-06,2009,33.38889,23.61111,26.5,24.38889,7.112,0.514444,1009.3
98430099999,SCIENCE GARDEN,2009-07-07,2009,32.5,24.277779,26.944445,24.555555,2.54,0.8745548,1007.9
98430099999,SCIENCE GARDEN,2009-07-08,2009,33.0,24.5,28.555555,24.61111,1.016,0.6173328,1006.3
98430099999,SCIENCE GARDEN,2009-07-09,2009,32.61111,25.38889,28.61111,24.944445,10.922,0.9774436,1005.1
98430099999,SCIENCE GARDEN,2009-07-10,2009,31.61111,25.0,27.444445,24.88889,99.06,0.5658884,1003.5
98430099999,SCIENCE GARDEN,2009-07-11,2009,31.5,24.777779,27.0,24.88889,96.012,2.2635536,1004.5
98430099999,SCIENCE GARDEN,2009-07-12,2009,31.277779,24.777779,27.5,24.666666,23.622,1.6462208,1005.4
98430099999,SCIENCE GARDEN,2009-07-13,2009,28.0,24.5,25.777779,24.777779,12.954,0.8745548,1006.8
98430099999,SCIENCE GARDEN,2009-07-14,2009,32.0,23.722221,26.777779,24.0,29.972,0.6173328,1006.8
98430099999,SCIENCE GARDEN,2009-07-15,2009,32.88889,23.38889,27.833334,24.333334,13.208,1.3889987,1006.3
98430099999,SCIENCE GARDEN,2009-07-16,2009,26.38889,25.11111,25.444445,24.722221,9.652,0.9259992,1004.9
98430099999,SCIENCE GARDEN,2009-07-17,2009,25.88889,23.222221,24.777779,24.222221,19.05,2.7265532,1005.4
98430099999,SCIENCE GARDEN,2009-07-18,2009,31.0,24.277779,26.38889,24.166666,63.754,2.5207756,1007.1
98430099999,SCIENCE GARDEN,2009-07-19,2009,31.88889,24.0,27.0,24.277779,7.366,0.771666,1009.1
98430099999,SCIENCE GARDEN,2009-07-20,2009,31.38889,24.277779,26.166666,24.88889,0.0,0.3601108,1010.7
98430099999,SCIENCE GARDEN,2009-07-21,2009,31.5,24.38889,27.444445,24.666666,8.89,0.771666,1009.9
98430099999,SCIENCE GARDEN,2009-07-22,2009,31.777779,25.0,27.944445,24.38889,0.254,1.1317768,1008.5
98430099999,SCIENCE GARDEN,2009-07-23,2009,32.61111,24.61111,28.833334,24.5,0.0,0.9774436,1008.6
98430099999,SCIENCE GARDEN,2009-07-24,2009,32.72222,26.222221,28.944445,25.166666,0.0,1.7491096,1008.4
98430099999,SCIENCE GARDEN,2009-07-25,2009,31.88889,25.722221,29.222221,25.166666,0.0,1.1317768,1007.4
98430099999,SCIENCE GARDEN,2009-07-26,2009,30.5,24.277779,25.944445,24.38889,2.286,0.3601108,1006.8
98430099999,SCIENCE GARDEN,2009-07-27,2009,30.222221,24.277779,26.222221,24.38889,77.724,1.3889987,1005.5
98430099999,SCIENCE GARDEN,2009-07-28,2009,30.5,24.61111,26.61111,24.555555,3.556,2.3664424,1006.0
98430099999,SCIENCE GARDEN,2009-07-29,2009,30.88889,25.38889,28.11111,25.11111,19.304,2.2635536,1005.7
98430099999,SCIENCE GARDEN,2009-07-30,2009,30.777779,24.777779,28.277779,25.38889,0.0,1.2346656,1005.0
98430099999,SCIENCE GARDEN,2009-07-31,2009,30.777779,24.277779,27.88889,24.666666,28.702,1.1317768,1002.4
98430099999,SCIENCE GARDEN,2009-08-01,2009,27.38889,24.277779,25.88889,24.833334,17.018,1.1317768,995.5
98430099999,SCIENCE GARDEN,2009-08-02,2009,30.61111,25.222221,27.555555,25.11111,16.51,2.1092205,999.5
98430099999,SCIENCE GARDEN,2009-08-03,2009,31.277779,25.5,28.055555,25.88889,10.922,2.1092205,1003.2
98430099999,SCIENCE GARDEN,2009-08-04,2009,31.277779,25.38889,27.166666,25.444445,14.478,2.6236644,1004.5
98430099999,SCIENCE GARDEN,2009-08-05,2009,27.5,25.0,26.722221,25.61111,26.924,3.4982193,1003.8
98430099999,SCIENCE GARDEN,2009-08-06,2009,29.277779,25.61111,27.277779,25.777779,68.834,3.1381085,1002.5
98430099999,SCIENCE GARDEN,2009-08-07,2009,30.11111,25.88889,28.5,25.722221,39.116,2.8808863,1002.5
98430099999,SCIENCE GARDEN,2009-08-08,2009,31.722221,26.11111,28.88889,25.11111,2.286,3.85833,1003.6
98430099999,SCIENCE GARDEN,2009-08-09,2009,31.722221,27.277779,28.944445,25.055555,0.0,3.3953304,1004.9
98430099999,SCIENCE GARDEN,2009-08-10,2009,32.77778,25.777779,29.055555,25.11111,0.0,1.7491096,1007.8
98430099999,SCIENCE GARDEN,2009-08-11,2009,33.38889,25.61111,29.38889,24.833334,0.0,1.1317768,1009.0
98430099999,SCIENCE GARDEN,2009-08-12,2009,30.5,24.5,27.444445,24.944445,6.096,1.2346656,1007.9
98430099999,SCIENCE GARDEN,2009-08-13,2009,30.0,24.0,26.38889,23.61111,0.0,3.3953304,1009.2
98430099999,SCIENCE GARDEN,2009-08-14,2009,33.22222,24.0,28.722221,24.88889,0.0,0.8745548,1009.7
98430099999,SCIENCE GARDEN,2009-08-15,2009,33.5,24.722221,27.833334,24.722221,0.0,0.514444,1009.3
